DOI,Year,Relevant to Study,Review,Observational,Experiment,Metanalysis,QModel,TModel,Type of study,Ecosystem,Taxonomic,System,NEWPhysiological,Morphological,Physiological,Life History,Behavioural,Trait Types,Fundamental,Physical,Ecological,Trophic,Level of Prediction Possible,Forecasting/Predictive,Global Change Driver
10.1007/s10750-015-2313-2,2016,Y,0,1,0,0,0,0,Observational,Freshwater,Plankton,Lake,1,1,1,1,0,"Morphological, Physiological, Life History",1,0,0,0,E,0,0
10.1007/s10750-015-2389-8,2016,Y,0,1,0,0,1,0,Multiple,Freshwater,Insects,Stream,0,1,0,0,0,Single,1,0,0,1,Multiple,0,0
10.1007/s10750-016-2981-6,2017,Y,0,1,0,0,1,0,Multiple,Freshwater,Plankton,Lake,0,1,0,0,0,Single,1,0,1,0,Multiple,0,Global Change Broad
10.1007/s10750-017-3199-y,2017,Y,1,0,0,0,0,0,Single,Freshwater,Fish,Broad,0,1,0,1,1,Multiple,1,0,1,1,Multiple,0,0
10.1007/s10750-017-3208-1,2017,Y,0,0,0,0,1,0,Q Model,Freshwater,Fish,Lake  ,1,1,0,1,1,"Morphological, Life History, Behavioural",0,0,1,1,T,1,Climate Change
10.1007/s10750-017-3433-7,2018,Y,0,1,0,0,1,0,Multiple,Freshwater,Plankton,Lake,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1007/s10750-018-3697-6,2018,Y,0,1,0,0,0,0,Single,Freshwater,Other,Lake,0,1,0,0,1,Multiple,1,0,1,1,Multiple,0,0
10.1007/s10841-011-9412-9,2012,Y,0,1,0,0,0,0,Observational,Freshwater,Insects,Lake Wetland,0,1,0,1,1,"Morphological, Life History, Behavioural",1,0,1,0,E,0,Habitat Degredation
10.1007/s10980-012-9820-6,2013,Y,0,1,0,0,1,0,Multiple,Terrestrial,Insects,Grasslands,0,0,0,1,1,Multiple,1,0,1,0,Multiple,0,Habitat Degredation
10.1007/s10980-017-0591-y,2018,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1007/s11104-018-3816-1,2018,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Broad,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1007/s11160-016-9446-x,2017,Y,0,0,0,0,1,0,Single,Freshwater,Fish,River,0,0,0,1,1,Multiple,1,0,0,0,Single,0,Habitat Degredation
10.1007/s11160-017-9479-9,2017,Y,0,1,0,0,0,1,Multiple,Freshwater,Fish,River,1,1,0,1,1,Multiple,1,1,0,0,Multiple,1,Climate Change
10.1007/s11160-018-9522-5,2018,Y,1,0,0,0,0,0,Review,Marine,Fish,Marine Soft Bottoms,0,1,0,0,1,"Morphological, Behavioural",0,0,0,1,T,0,0
10.1007/s11258-014-0366-3,2015,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s11258-014-0405-0,2015,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s11258-015-0467-7,2015,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s11284-010-0738-7,2010,N,0,1,0,0,0,0,Single,Terrestrial,Insects,Tropical Agroecosystem,0,,,,,Multiple,,,,,Multiple,,
10.1007/s11284-016-1373-8,2016,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Subtropical Forest,0,1,0,0,0,Single,1,0,1,0,Multiple,0,Habitat Degredation
10.1007/s11356-008-0019-y,2008,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1007/s11356-008-0072-6,2009,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s11356-018-3744-x,2019,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s11538-007-9214-0,2007,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1007/s11538-012-9771-8,2012,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1007/s11629-017-4477-x,2018,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,alpine,0,1,0,0,0,Morphological,1,0,0,0,F,0,0
10.1007/s11692-017-9409-8,2017,Y,0,1,0,0,0,1,"T Model, Observational",Terrestrial,Multiple,Broad,0,1,0,0,0,Morphological,0,0,0,1,T,0,0
10.1007/s11829-016-9444-x,2016,Y,0,1,1,0,0,0,Multiple,Terrestrial,Plants,Alpine,0,0,0,1,0,Single,0,0,1,0,Single,0,0
10.1007/s12080-010-0095-8,2012,Y,0,0,0,0,0,1,T Model,Terrestrial,Plants,Broad,0,0,0,1,0,Life History,0,0,1,0,E,0,0
10.1007/s12080-010-0098-5,2011,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s12080-011-0148-7,2012,Y,0,0,0,0,0,1,T Model,Broad,Broad,Broad,0,0,0,1,1,"Morophological, Behavioural",1,0,0,1,T,1,0
10.1007/s12080-014-0229-5,2014,Y,0,0,0,0,0,1,Single,Marine,Fish,Broad,1,1,0,1,1,Multiple,0,0,1,1,Multiple,0,0
10.1007/s12152-010-9095-z,2012,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s12224-013-9181-1,2014,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1007/s12224-015-9228-6,2015,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1007/s12224-016-9267-7,2017,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1007/s13127-016-0299-x,2017,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1007/s13213-017-1317-8,2018,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1007/s13253-017-0304-7,2017,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s13592-016-0476-0,2017,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1007/s13593-013-0166-5,2014,Y,1,0,0,0,0,0,Review,Terrestrial,Plants,Broad,0,1,0,1,0,"Morphological, Life History",1,0,0,0,F,0,0
10.1007/s13595-019-0830-2,2019,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Temperate Forest,0,1,0,0,0,Morphological,1,0,0,0,F,0,0
10.1007/s13744-012-0069-1,2012,Y,0,1,0,0,0,0,Single,Terrestrial,Insects,Tropical Rainforest,0,1,0,0,1,Multiple,1,0,1,0,Multiple,0,0
10.1007/s13744-013-0183-8,2014,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1007/s13744-018-0620-9,2019,Y,0,1,0,0,0,0,Single,Freshwater,Insects,Reservoir,0,1,0,0,1,Multiple,1,0,0,1,Multiple,0,0
10.1016/0169-2046(94)01038-A,1995,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/0169-5347(87)90010-3,1987,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/B978-0-12-386475-8.00005-8,2011,Y,0,1,0,0,0,1,Multiple,Marine,Broad,Polar,0,1,0,1,1,Multiple,1,0,0,1,Multiple,1,Global Change Multiple
10.1016/B978-0-12-396992-7.00001-0,2012,Y,0,1,0,0,0,1,Multiple,Freshwater,Fish,River,0,1,0,0,1,Multiple,0,0,1,1,Multiple,0,0
10.1016/B978-0-12-396992-7.00004-6,2012,Y,1,0,0,0,0,0,Single,Freshwater,Broad,Broad,0,1,0,0,1,Multiple,1,0,0,1,Multiple,0,0
10.1016/B978-0-12-420002-9.00002-0,2013,Y,1,0,0,0,0,0,Single,Terrestrial,Broad,Broad,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1016/bs.aecr.2016.10.008,2017,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.actao.2011.11.002,2012,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.actao.2016.06.001,2016,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.actao.2016.06.003,2016,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Sand Dunes,1,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1016/j.actao.2016.10.007,2016,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Subtropocial Forest,0,1,0,0,0,Morphological,1,0,0,0,F,0,0
10.1016/j.agee.2008.04.011,2008,Y,0,0,0,1,0,0,Metanalysis,Terrestrial,Insects,Grassland,0,1,0,0,1,"Morphological, Behavioural",1,0,0,0,F,0,0
10.1016/j.agee.2017.01.036,2017,Y,0,1,0,0,0,0,Single,Terrestrial,Other,Broad,1,1,0,1,1,Multiple,1,0,0,1,Multiple,0,0
10.1016/j.anbehav.2005.05.010,2006,Y,0,1,1,0,0,0,Observational/Experiment,Terrestrial,Birds,Broad,0,1,0,1,1,"Morphological, Life History, Behavioural",0,0,1,0,E,0,0
10.1016/j.anbehav.2008.08.006,2008,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.anbehav.2009.04.016,2009,Y,0,0,1,0,0,0,Single,Terrestrial,Insects,Broad,0,0,0,0,1,Single,0,0,1,0,Single,0,0
10.1016/j.anbehav.2009.11.024,2010,Y,0,0,1,0,0,0,Experiment,Freshwater,Fish,Ponds,0,0,0,0,1,Behavioural,1,0,0,1,F,0,0
10.1016/j.anbehav.2012.01.032,2012,Y,1,0,0,0,0,0,Single,Terrestrial,Insects,Broad,0,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1016/j.anbehav.2014.01.010,2014,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.anbehav.2014.01.018,2014,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.anbehav.2017.07.010,2017,Y,0,1,0,0,0,0,Single,Marine,Fish,Coral Reef,0,0,0,1,1,Multiple,1,0,0,0,Single,0,Climate Change
10.1016/j.applanim.2004.08.030,2005,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.apsoil.2008.01.007,2008,Y,1,0,0,0,0,0,Review,Terrestrial,Other,Broad,0,1,0,0,0,Morphological,1,0,0,0,F,0,0
10.1016/j.apsoil.2017.12.021,2018,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.aquabot.2016.10.002,2017,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.aquatox.2008.02.016,2008,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.aquatox.2008.12.002,2009,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.baae.2014.11.002,2015,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1016/j.baae.2017.06.002,2017,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.baae.2017.09.014,2018,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.baae.2018.07.009,2018,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.biocon.2010.04.034,2010,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.biocon.2010.06.002,2010,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1016/j.biocon.2011.11.033,2012,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Grassland,0,0,0,1,0,Single,1,0,0,1,Multiple,0,0
10.1016/j.biocon.2013.12.008,2014,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Vineyard,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1016/j.biocon.2016.07.026,2016,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1016/j.biocontrol.2010.12.005,2011,Y,0,0,0,1,0,0,Single,Terrestrial,Plants,Broad,0,1,0,0,0,Single,0,0,0,1,Single,0,0
10.1016/j.biocontrol.2015.05.005,2015,,0,0,0,0,0,1,Single,Broad,Broad,Broad,0,0,0,1,0,Single,0,0,0,1,Single,0,0
10.1016/j.biosystems.2015.03.005,2015,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.chemosphere.2009.10.066,2010,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.csr.2009.01.003,2009,Y,0,1,0,0,0,0,Observational,Marine,Fish,Coastal Nursery,0,0,0,1,1,Life History & Behavioural,0,0,0,1,T,0,Exploitation
10.1016/j.dsr.2016.11.011,2017,Y,0,1,0,0,0,0,Single,Marine,Fish,Deep Ocean,0,1,0,0,0,Single,0,0,0,1,Single,0,0
10.1016/j.dsr.2017.11.010,2018,Y,0,1,0,0,0,0,Single,Marine,Other,Deep Sea,0,1,0,0,0,Single,1,0,0,1,Multiple,0,0
10.1016/j.dsr2.2006.11.012,2007,Y,0,1,0,0,0,0,Single,Marine,Mammals,Continental Shelf,0,0,0,0,1,Single,0,0,0,1,Single,0,0
10.1016/j.dsr2.2011.10.001,2012,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.ecocom.2007.11.002,2008,Y,0,0,0,0,0,1,Single,Broad,Broad,Broad,0,0,0,1,0,Single,0,0,0,1,Single,0,0
10.1016/j.ecocom.2012.03.003,2012,Y,0,0,0,0,1,0,Single,Terrestrial,Plants,Tropical Rainforest,0,1,0,1,0,Multiple,1,0,0,0,Single,0,Habitat Degredation
10.1016/j.ecocom.2013.06.003,2013,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1016/j.ecoinf.2016.01.005,2016,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.ecoleng.2014.11.057,2015,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Roadcuts,0,1,0,0,0,Single,1,1,0,0,Multiple,0,Habitat Degredation
10.1016/j.ecoleng.2015.11.001,2016,Y,0,0,1,0,0,0,Single,Terrestrial,Plants,Grassland,0,1,0,0,0,Single,1,0,1,0,Multiple,0,Habitat Degredation
10.1016/j.ecolind.20.17.05.066,2017,Y,1,0,0,0,0,0,Single,Freshwater,Plants,River,1,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1016/j.ecolind.2013.01.038,2013,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.ecolind.2013.10.006,2014,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.ecolind.2015.03.032,2015,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.ecolind.2015.10.036,2016,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.ecolind.2016.02.060,2016,Y,0,1,0,0,0,0,Observational,Freshwater,Plants,River,0,1,0,1,0,"Morphological, Life Hisotry  ",1,0,0,0,F,0,0
10.1016/j.ecolind.2016.07.019,2016,Y,0,1,0,0,1,0,Multiple,Marine,Other,Estuary,0,1,0,1,1,Multiple,1,0,0,0,Single,0,Habitat Degredation
10.1016/j.ecolind.2016.07.026,2017,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.ecolind.2016.08.014,2017,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.ecolind.2017.01.011,2017,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.ecolind.2017.01.029,2017,Y,0,1,0,0,1,0,Multiple,Terrestrial,Insects,Alpine,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1016/j.ecolind.2017.03.035,2017,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.ecolind.2017.06.056,2017,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.ecolind.2017.09.047,2018,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.ecolind.2017.10.009,2018,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.ecolind.2017.12.003,2018,Y,0,1,0,0,0,0,Single,Marine,Plankton,Estuary,1,0,1,0,0,Single,1,0,0,0,Single,0,0
10.1016/j.ecolmodel.2006.07.023,2007,Y,0,0,0,0,0,1,Single,Broad,Broad,Broad,0,0,0,1,0,Single,0,0,0,1,Single,0,0
10.1016/j.ecolmodel.2007.01.002,2007,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.ecolmodel.2007.01.007,2007,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.ecolmodel.2007.08.020,2008,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1016/j.ecolmodel.2009.04.021,2009,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.ecolmodel.2015.03.013,2015,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1016/j.ecolmodel.2015.05.036,2015,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.ecolmodel.2016.01.001,2016,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.ecolmodel.2016.12.018,2017,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.ecolmodel.2017.04.004,2017,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.ecolmodel.2017.06.005,2017,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1016/j.ecolmodel.2017.07.027,2017,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.ecolmodel.2018.05.002,2018,N ,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.ecss.2009.10.015,2010,Y,0,1,0,0,1,0,Multiple,Marine,Fish,Estuary,0,1,0,0,1,Multiple,1,0,0,1,Multiple,0,0
10.1016/j.ecss.2010.04.007,2010,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.ecss.2013.06.019,2014,Y,0,1,0,0,0,0,Single,Marine,Other,Sandy Beaches,0,0,0,1,0,Single,1,0,0,0,Single,0,0
10.1016/j.ecss.2013.07.019,2013,Y,0,1,0,0,0,0,Observational,Terrestrial,Insects,Delile meadows,0,0,0,0,1,Behavioural,0,0,1,0,E,0,Global Change Broad
10.1016/j.ecss.2015.05.023,2015,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Sand Dunes,0,1,0,1,0,"Morphological, Life History",1,0,0,0,F,0,0
10.1016/j.ecss.2017.01.001,2018,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.ecss.2017.11.016,2018,Y,0,0,1,0,0,0,Single,Marine,Other,,0,1,0,0,1,Multiple,0,0,0,1,Single,0,Invasion
10.1016/j.ecss.2018.11.016,2019,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Coastal Dunes,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1016/j.ejor.2007.07.030,2009,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.envsoft.2016.12.004,2017,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.flora.2017.02.004,2017,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.foreco.2010.09.047,2011,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.foreco.2015.05.026,2015,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Tropical Rainforest,0,1,0,0,0,Single,1,0,1,0,Multiple,0,Habitat Degredation
10.1016/j.foreco.2016.04.020,2016, Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Subtropical Rainforest,0,1,0,0,0,Single,1,0,1,0,Multiple,0,Habitat Degredation
10.1016/j.foreco.2018.04.032,2018,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,broad,1,1,0,0,0,Single,1,0,0,0,Single,0,Climate Change
10.1016/j.foreco.2018.06.006,2018,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Seasonal Tropical Forest,0,1,0,1,0,Multiple,1,0,0,0,Single,0,Climate Change
10.1016/j.foreco.2018.10.061,2019,Y,0,0,0,0,1,0,Single,Terrestrial,Plants,Temperate Forest,0,0,0,1,0,Single,1,0,1,0,Multiple,1,Global Change Broad
10.1016/j.foreco.2019.01.021,2019,Y,0,1,0,0,0,0,Single,Terrestrial,Insects,Temperate Forest,0,1,0,0,0,Single,1,0,0,0,Single,0,Habitat Degredation
10.1016/j.funeco.2014.03.003,2014,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.funeco.2015.10.004,2016,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.gecco.2016.01.004,2016,Y,0,0,0,0,1,0,Single,Terrestrial,Mammals,Broad,0,1,0,1,1,Multiple,1,0,0,1,Multiple,0,Habitat Degredation
10.1016/j.gene.2012.10.065,2013,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.geoderma.2013.03.010,2013,Y,0,0,1,0,0,0,Single,Terrestrial,Other,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1016/j.hal.2017.02.004,2017,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.ijpara.2009.07.012,2010,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.ijpara.2011.05.005,2011,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.jenvman.2014.01.010,2014,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.jinsphys.2018.08.003,2018,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.jmarsys.2015.03.006,2015,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.jtbi.2005.12.002,2006,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.jtbi.2007.07.013,2007,Y,0,0,0,0,0,1,Single,Broad,Broad,Broad,0,0,0,1,0,Single,1,0,0,0,Single,1,Climate Change
10.1016/j.jtbi.2009.10.035,2010,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.jtbi.2010.09.038,2011,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.jtbi.2010.12.006,2011,Y,0,0,0,0,0,1,T Model,Broad,Broad,Broad,0,0,0,1,0,Life History,0,0,0,1,T,0,0
10.1016/j.jtbi.2011.05.033,2011,Y,0,0,0,0,1,0,Single,Terrestrial,Multiple,Broad,0,1,0,0,0,Single,0,0,0,1,Single,0,0
10.1016/j.jtbi.2013.01.016,2013,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.jtbi.2013.04.034,2013,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1016/j.jtbi.2017.02.014,2017,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.jtherbio.2018.05.004,2018,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.landurbplan.2014.11.022,2015,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.limno.2006.10.002,2007,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.limno.2015.10.005,2016,Y,0,1,0,0,0,0,Observational,Freshwater,Fish,River,0,1,0,1,0,"Morphological, Life History",1,0,0,0,F,0,0
10.1016/j.marenvres.2017.09.004,2017,Y,0,1,0,0,0,0,Single,Marine,Fish,Continental Shelf,0,0,0,0,1,Single,0,0,0,1,Single,0,Habitat Degredation
10.1016/j.marpolbul.2007.10.019,2008,Y,0,1,0,0,0,0,Observational,Marine,Broad,Hong Kong harbour,1,0,0,1,1,"Life History, Behavioural",1,0,0,1,T,0,0
10.1016/j.mbs.2016.01.005,2016,Y,0,0,0,0,0,1,Single,Broad,Broad,Broad,0,0,0,0,1,Single,0,0,0,1,Single,0,0
10.1016/j.ncon.2014.09.008,2014,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.ncon.2016.09.006,2016,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Tropical Rainforest,0,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1016/j.ntt.2013.07.001,2013,Y,0,0,1,0,0,0,Single,Freshwater,Fish,Broad,0,0,0,0,1,Single,1,0,0,0,Single,0,Habitat Degredation
10.1016/j.paid.2018.09.013,2019,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.pbi.2008.01.004,2008,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1016/j.pedobi.2016.06.001,2016,Y,0,1,0,0,0,0,Observational,Terrestrial,Other,Temperate Forest,0,0,0,1,0,Life History,1,0,0,0,F,0,Habitat Degredation
10.1016/j.pedobi.2017.05.007,2017,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.pocean.2013.10.010,2014,Y,0,1,0,0,0,0,Observational,Marine,Other,Continental Shelf,0,1,0,0,0,Morphological,1,0,0,1,F,0,Global Change Broad
10.1016/j.pocean.2014.10.002,2015,Y,0,0,0,0,1,0,Q Model,Marine,Fish,Enclosed Sea,0,1,0,0,0,Morphological,1,0,0,0,F,0,Exploitation
10.1016/j.ppees.2016.09.006,2016,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Tropical Rainforest,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1016/j.ppees.2017.01.001,2017,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.ppees.2017.01.004,2017,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.ppees.2017.07.002,2017,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Grassland,0,1,0,1,0,Multiple,1,0,1,1,Multiple,0,0
10.1016/j.psc.2006.04.007,2006,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.rse.2015.06.010,2015,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Temperate Forest,0,1,0,0,0,Morphological,0,0,1,0,E,0,0
10.1016/j.rse.2018.02.031,2018,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.rse.2018.03.038,2018,Y,0,0,1,0,0,0,Experiment,Terrestrial,Plants,Temperate Forest,0,1,0,0,0,Morphological,1,0,0,0,F,0,0
10.1016/j.scitotenv.2014.04.093,2014,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.scitotenv.2015.06.099,2016,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.scitotenv.2016.03.120,2016,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1016/j.scitotenv.2016.04.004,2016,Y,0,0,0,0,1,0,Q Model,Terrestrial,Plants,Temperate Forest,0,1,0,0,0,Morphological,1,0,0,0,F,0,0
10.1016/j.scitotenv.2016.04.193,2016,Y,0,1,0,0,1,0,Multiple,Freshwater,Other,River,1,0,1,0,0,Single,1,0,0,0,Single,0,Habitat Degredation
10.1016/j.scitotenv.2016.05.136,2016,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.scitotenv.2016.06.169,2016,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1016/j.scitotenv.2016.07.227,2016,Y,0,1,0,0,1,0,Multiple,Freshwater,Other,River,1,1,0,1,1,Multiple,1,0,1,0,Multiple,0,Habitat Degredation
10.1016/j.scitotenv.2016.12.009,2017,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
