"","DOI","Ecosystem","Taxonomic","Taxonomic Group","GlobalChange","GlobalChangeCat","Predictive","TOS","TT","filter","abundance","activity","composition","growth","habitat","life history","morphology","resource acquisition","survival"
"183","10.1016/j.jtbi.2010.12.006","Multiple","Multiple","Multiple","0","no",0,"Theoretical","Life History","Trophic",0,0,0,0,0,1,0,0,0
"184","10.1016/j.jtbi.2011.05.033","Terrestrial","Multiple","Multiple","0","no",0,"Observational","Morphological","Trophic",0,0,0,0,0,0,1,0,0
"185","10.1016/j.limno.2015.10.005","Freshwater","Fish","Vertebrate","0","no",0,"Observational","Life History","Abiotic",0,0,0,1,0,1,1,0,0
"186","10.1016/j.marenvres.2017.09.004","Marine","Fish","Vertebrate","Habitat Degredation","yes",0,"Observational","Behavioural","Trophic",0,0,0,0,0,0,0,1,0
"187","10.1016/j.marpolbul.2007.10.019","Marine","Multiple","Multiple","0","no",0,"Observational","Behavioural","Trophic",0,0,0,0,1,1,0,1,0
"188","10.1016/j.mbs.2016.01.005","Multiple","Multiple","Multiple","0","no",0,"Theoretical","Behavioural","Trophic",0,0,0,0,0,0,0,1,0
"189","10.1016/j.ncon.2016.09.006","Terrestrial","Plants","Plants","0","no",0,"Observational","Life History","Biotic",0,1,1,1,0,1,1,0,0
"190","10.1016/j.ntt.2013.07.001","Freshwater","Fish","Vertebrate","Habitat Degredation","yes",0,"Experiment","Behavioural","Abiotic",0,1,0,0,0,0,1,0,0
"191","10.1016/j.pedobi.2016.06.001","Terrestrial","Other","Other","Habitat Degredation","yes",0,"Observational","Life History","Abiotic",0,0,0,0,0,0,0,1,0
"192","10.1016/j.pocean.2013.10.010","Marine","Other","Other","Global Change Broad","yes",0,"Observational","Morphological","Abiotic",0,0,0,0,0,0,1,0,0
"193","10.1016/j.pocean.2014.10.002","Marine","Fish","Vertebrate","Exploitation","yes",0,"Observational","Morphological","Abiotic",0,0,0,0,0,0,1,0,0
"194","10.1016/j.ppees.2016.09.006","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Biotic",0,0,0,0,0,1,1,0,0
"195","10.1016/j.ppees.2017.07.002","Terrestrial","Plants","Plants","0","no",0,"Observational","Life History","Abiotic",0,0,0,1,1,1,0,0,0
"196","10.1016/j.rse.2015.06.010","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Biotic",1,0,1,0,0,0,1,0,0
"197","10.1016/j.rse.2018.03.038","Terrestrial","Plants","Plants","0","no",0,"Experiment","Morphological","Abiotic",0,0,1,0,0,0,0,0,0
"198","10.1016/j.scitotenv.2016.04.004","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Abiotic",1,0,0,0,0,0,1,0,0
"199","10.1016/j.scitotenv.2016.04.193","Freshwater","Other","Other","Habitat Degredation","yes",0,"Observational","Physiological","Abiotic",0,0,0,0,1,0,0,0,0
"200","10.1016/j.scitotenv.2016.07.227","Freshwater","Other","Other","Habitat Degredation","yes",0,"Observational","Behavioural","Abiotic",0,0,0,0,0,1,1,1,0
"201","10.1016/j.scitotenv.2018.09.256","Freshwater","Mammals","Vertebrate","0","no",0,"Observational","Morphological","Abiotic",0,0,1,0,0,0,0,0,0
"202","10.1016/j.seares.2013.05.004","Marine","Fish","Vertebrate","0","no",0,"Observational","Morphological","Abiotic",0,0,0,0,0,1,1,0,0
"203","10.1016/j.soilbio.2014.04.002","Terrestrial","Insects","Invertebrate","0","no",0,"Observational","Physiological","Abiotic",0,1,0,0,0,1,1,0,0
"204","10.1016/j.soilbio.2015.02.007","Terrestrial","Other","Other","Habitat Degredation","yes",0,"Experiment","Morphological","Abiotic",0,0,0,0,0,0,1,0,0
"205","10.1016/j.soilbio.2015.03.005","Terrestrial","Other","Other","0","no",0,"Observational","Morphological","Abiotic",0,0,0,0,0,0,1,1,0
"206","10.1016/j.tree.2015.09.006","Terrestrial","Plants","Plants","Climate Change","yes",0,"Observational","Physiological","Abiotic",0,0,0,0,1,0,0,0,0
"207","10.1016/j.ufug.2018.01.002","Terrestrial","Insects","Invertebrate","Habitat Degredation","yes",0,"Observational","Life History","Abiotic",0,0,0,0,1,0,1,1,0
"208","10.1016/j.yhbeh.2007.08.004","Terrestrial","Herpetofauna","Vertebrate","Invasion","yes",0,"Experiment","Morphological","Trophic",0,1,0,0,0,0,1,0,0
"209","10.1016/S0065-2881(09)56004-X","Marine","Fish","Vertebrate","Global Change Broad","yes",0,"Review","Behavioural","Dispersal",0,1,0,0,1,0,1,0,1
"210","10.1016/S0167-8809(01)00333-4","Terrestrial","Insects","Invertebrate","0","no",0,"Observational","Morphological","Abiotic",0,1,0,0,0,1,1,1,0
"211","10.1016/S1385-1101(02)00220-4","Terrestrial","Other","Other","0","no",0,"Review","Morphological","Trophic",0,0,0,0,1,0,1,0,0
"212","10.1017/S0031182004005050","Freshwater","Fish","Vertebrate","0","no",0,"Observational","Life History","Trophic",0,1,0,0,1,0,1,1,0
"213","10.1017/S0952836900001084","Terrestrial","Mammals","Vertebrate","0","no",0,"Observational","Life History","Abiotic",0,0,0,0,0,1,1,1,0
"214","10.1017/S0952836900002016","Marine","Other","Other","Invasion","yes",0,"Observational","Morphological","Abiotic",0,0,0,0,0,1,0,1,1
"215","10.1017/S0960258510000176","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Trophic",0,0,0,0,0,1,0,0,0
"216","10.1023/A:1008991021305","Multiple","Multiple","Multiple","0","no",0,"Theoretical","Life History","Trophic",0,0,0,0,0,0,0,0,1
"217","10.1023/A:1022417601010","Terrestrial","Insects","Invertebrate","0","no",0,"Review","Behavioural","Trophic",0,0,0,0,0,0,1,1,0
"218","10.1023/B:APPA.0000038623.75416.e3","Terrestrial","Insects","Invertebrate","0","no",0,"Experiment","Behavioural","Trophic",0,0,0,0,0,0,0,1,0
"219","10.1023/B:BIOC.0000004319.91643.9e","Terrestrial","Multiple","Multiple","Habitat Degredation","yes",0,"Review","Behavioural","Abiotic",1,1,0,0,1,1,1,1,1
"220","10.1034/j.1600-0587.2001.d01-206.x","Terrestrial","Plants","Plants","0","no",0,"Theoretical","Morphological","Biotic",0,0,0,0,0,1,1,0,0
"221","10.1034/j.1600-0706.2000.880215.x","Terrestrial","Plants","Plants","0","no",0,"Experiment","Morphological","Trophic",0,0,0,0,0,1,0,0,0
"222","10.1038/355073a0","Marine","Multiple","Multiple","0","no",0,"Observational","Behavioural","Biotic",0,0,0,0,0,1,0,0,0
"223","10.1038/ismej.2015.201","Terrestrial","Other","Other","Habitat Degredation","yes",0,"Observational","Life History","Abiotic",0,0,0,0,0,0,0,1,0
"224","10.1038/ismej.2017.183","Marine","Other","Other","0","no",0,"Observational","Behavioural","Biotic",0,1,0,0,0,0,0,1,0
"225","10.1038/ncomms9877","Terrestrial","Multiple","Multiple","Habitat Degredation","yes",0,"Metanalysis","Life History","Abiotic",0,1,0,0,1,1,1,1,0
"226","10.1038/s41559-017-0426-x","Terrestrial","Other","Other","Global Change Broad","yes",0,"Review","Morphological","Abiotic",0,0,0,1,0,1,1,1,0
"227","10.1038/s41559-019-0899-x","Multiple","Multiple","Multiple","0","no",0,"Observational","Behavioural","Trophic",0,1,0,0,1,0,0,1,0
"228","10.1038/s41598-017-00429-9","Terrestrial","Plants","Plants","0","no",0,"Observational","Physiological","Abiotic",0,0,1,0,0,0,0,1,0
"229","10.1038/s41598-018-32078-x","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Abiotic",0,0,1,0,0,1,1,0,0
"230","10.1038/srep24110","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Abiotic",0,0,1,0,0,0,1,0,0
"231","10.1038/srep24451","Terrestrial","Insects","Invertebrate","Climate Change","yes",0,"Review","Behavioural","Dispersal",0,1,0,0,1,1,1,1,0
"232","10.1038/srep29414","Freshwater","Fish","Vertebrate","0","no",0,"Observational","Morphological","Abiotic",0,0,0,1,0,0,1,0,0
"233","10.1038/srep33383","Terrestrial","Insects","Invertebrate","Climate Change","yes",1,"Theoretical","Life History","Abiotic",0,0,0,1,0,1,0,0,1
"234","10.1038/srep35649","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Abiotic",0,0,0,0,0,0,1,0,0
"235","10.1038/srep42007","Terrestrial","Plants","Plants","0","no",0,"Observational","Life History","Abiotic",0,0,0,0,1,0,0,0,0
"236","10.1046/j.1365-2311.2002.0379a.x","Terrestrial","Insects","Invertebrate","0","no",0,"Observational","Behavioural","Trophic",0,0,0,0,0,0,0,1,0
"237","10.1046/j.1365-2427.1997.00166.x","Freshwater","Insects","Invertebrate","0","no",0,"Observational","Life History","Abiotic",0,0,0,1,1,0,1,0,0
"238","10.1046/j.1365-2427.2000.00535.x","Freshwater","Other","Other","0","no",0,"Observational","Morphological","Dispersal",0,1,0,0,1,1,1,1,0
"239","10.1046/j.1365-2427.2002.00908.x","Freshwater","Multiple","Multiple","0","no",0,"Review","Life History","Trophic",0,1,1,0,0,0,1,1,0
"240","10.1046/j.1365-2427.2002.01002.x","Freshwater","Fish","Vertebrate","0","no",0,"Theoretical","Behavioural","Trophic",0,0,0,0,1,0,1,1,0
"241","10.1046/j.1365-2435.2002.00664.x","Terrestrial","Plants","Plants","0","no",0,"Observational","Life History","Abiotic",0,0,1,1,1,1,1,1,0
"242","10.1046/j.1365-2656.2003.00727.x","Marine","Birds","Vertebrate","Climate Change","yes",0,"Observational","Life History","Abiotic",0,0,0,1,0,0,0,0,1
"243","10.1046/j.1365-2745.2001.00673.x","Terrestrial","Plants","Plants","0","no",0,"Experiment","Life History","Dispersal",0,1,0,0,0,0,0,0,0
"244","10.1046/j.1439-0485.2000.00732.x","Marine","Other","Other","0","no",0,"Observational","Life History","Abiotic",0,0,0,0,0,0,1,0,0
"245","10.1046/j.1523-1739.2002.02283.x","Terrestrial","Herpetofauna","Vertebrate","Habitat Degredation","yes",0,"Observational","Morphological","Abiotic",0,0,0,0,1,1,1,1,0
"246","10.1051/alr:2005029","Marine","Fish","Vertebrate","0","no",0,"Observational","Life History","Abiotic",0,1,0,0,1,0,1,0,0
"247","10.1051/kmae/2015033","Freshwater","Fish","Vertebrate","0","no",0,"Observational","Physiological","Abiotic",0,0,1,0,0,0,0,0,0
"248","10.1073/pnas.1015178108","Multiple","Multiple","Multiple","Climate Change","yes",0,"Review","Behavioural","Abiotic",0,0,0,0,1,0,0,1,0
"249","10.1073/pnas.1215513110","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Biotic",0,0,1,0,0,0,0,1,0
"250","10.1073/pnas.1300643110","Terrestrial","Other","Other","Climate Change","yes",0,"Observational","Life History","Abiotic",0,0,0,0,0,0,0,1,0
"251","10.1073/pnas.1302051110","Marine","Fish","Vertebrate","0","no",0,"Experiment","Morphological","Trophic",0,0,0,0,0,0,1,0,0
"252","10.1073/pnas.1304074110","Marine","Fish","Vertebrate","0","no",0,"Observational","Life History","Abiotic",0,1,0,0,1,1,1,0,0
"253","10.1073/pnas.1310700110","Terrestrial","Plants","Plants","Climate Change","yes",0,"Observational","Morphological","Abiotic",0,0,1,0,0,1,1,0,0
"254","10.1073/pnas.1315179111","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Dispersal",0,0,1,1,0,1,1,0,0
"255","10.1073/pnas.1319342111","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Biotic",0,0,0,0,0,0,1,0,0
"256","10.1073/pnas.1401949111","Terrestrial","Insects","Invertebrate","0","no",0,"Experiment","Behavioural","Trophic",0,1,0,0,1,0,1,1,0
"257","10.1073/pnas.1721464115","Terrestrial","Insects","Invertebrate","0","no",0,"Observational","Life History","Trophic",0,1,0,0,0,0,1,0,0
"258","10.1073/pnas.1802091115","Freshwater","Insects","Invertebrate","0","no",0,"Observational","Physiological","Abiotic",0,1,0,0,0,0,0,1,0
"259","10.1080/1357650X.2017.1293074","Terrestrial","Mammals","Vertebrate","0","no",0,"Observational","Behavioural","Trophic",0,0,0,0,0,0,1,0,0
"260","10.1080/13658816.2013.861465","Marine","Fish","Vertebrate","0","no",0,"Observational","Physiological","Abiotic",0,0,0,0,0,0,1,1,0
"261","10.1080/17451000.2013.793802","Marine","Fish","Vertebrate","0","no",0,"Observational","Morphological","Trophic",0,0,1,0,0,0,0,1,0
"262","10.1080/17550874.2016.1211192","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Biotic",0,0,1,0,0,0,1,0,0
"263","10.1080/17550874.2017.1345997","Terrestrial","Plants","Plants","0","no",0,"Observational","Life History","Biotic",0,1,1,1,0,1,1,1,0
"264","10.1086/368401","Terrestrial","Plants","Plants","0","no",0,"Review","Physiological","Abiotic",0,0,0,0,0,0,1,0,0
"265","10.1086/505157","Terrestrial","Multiple","Multiple","0","no",0,"Observational","Behavioural","Trophic",0,0,0,0,0,0,0,1,0
"266","10.1086/682680","Terrestrial","Mammals","Vertebrate","0","no",0,"Review","Physiological","Dispersal",0,0,0,0,1,0,0,1,0
"267","10.1086/685894","Terrestrial","Birds","Vertebrate","0","no",0,"Observational","Behavioural","Biotic",0,1,0,0,0,0,1,1,0
"268","10.1086/690764","Multiple","Plankton","Invertebrate","0","no",0,"Observational","Morphological","Trophic",0,0,0,0,0,0,1,1,0
"269","10.1086/696978","Freshwater","Other","Other","0","no",0,"Observational","Behavioural","Abiotic",0,0,0,0,0,0,0,1,0
"270","10.1086/701784","Freshwater","Fish","Vertebrate","0","no",0,"Observational","Morphological","Trophic",0,0,0,0,0,0,1,0,0
"271","10.1086/703155","Multiple","Multiple","Multiple","0","no",0,"Theoretical","Life History","Trophic",0,0,0,0,0,0,0,1,1
"272","10.1093/aob/mcu113","Terrestrial","Plants","Plants","0","no",0,"Review","Life History","Abiotic",0,0,0,0,0,1,0,0,0
"273","10.1093/aob/mcx005","Terrestrial","Plants","Plants","0","no",0,"Experiment","Physiological","Abiotic",0,0,0,0,1,0,0,0,0
"274","10.1093/aob/mcx222","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Abiotic",0,0,0,0,0,0,1,0,0
"275","10.1093/aob/mcy004","Terrestrial","Plants","Plants","0","no",0,"Experiment","Life History","Abiotic",0,0,0,0,0,1,1,0,0
"276","10.1093/beheco/11.4.452","Terrestrial","Mammals","Vertebrate","0","no",0,"Review","Morphological","Trophic",0,1,0,0,0,0,1,1,0
"277","10.1093/beheco/ars040","Terrestrial","Birds","Vertebrate","0","no",0,"Observational","Behavioural","Dispersal",0,1,0,0,1,1,1,0,1
"278","10.1093/beheco/arv115","Marine","Fish","Vertebrate","0","no",0,"Observational","Behavioural","Biotic",0,1,0,0,0,0,1,0,0
"279","10.1093/biolinnean/blx159","Terrestrial","Insects","Invertebrate","0","no",0,"Observational","Morphological","Abiotic",0,0,0,0,0,0,1,0,0
"280","10.1093/ee/nvv183","Terrestrial","Insects","Invertebrate","0","no",0,"Observational","Morphological","Biotic",0,0,0,0,0,0,1,1,0
"281","10.1093/forestry/cpw018","Terrestrial","Insects","Invertebrate","Climate Change","yes",0,"Review","Physiological","Abiotic",0,0,0,0,1,0,0,0,0
"282","10.1093/jpe/rtt064","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Abiotic",0,0,1,0,0,0,1,0,0
"283","10.1093/jpe/rtt075","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Dispersal",0,0,0,0,0,0,1,0,0
"284","10.1093/jpe/rtv043","Terrestrial","Plants","Plants","0","no",0,"Experiment","Morphological","Abiotic",0,0,0,0,0,1,1,0,0
"285","10.1093/plankt/fbp098","Marine","Plankton","Invertebrate","Climate Change","yes",0,"Review","Morphological","Abiotic",0,0,1,0,0,0,1,0,0
"286","10.1093/plankt/fbr111","Freshwater","Plankton","Invertebrate","0","no",0,"Observational","Morphological","Trophic",0,0,0,0,0,1,1,0,0
"287","10.1098/rsif.2018.0239","Multiple","Multiple","Multiple","0","no",0,"Theoretical","Morphological","Trophic",0,1,0,0,0,0,1,0,0
"288","10.1098/rsos.140541","Terrestrial","Plants","Plants","0","no",0,"Observational","Life History","Abiotic",0,0,0,0,1,0,1,0,0
"289","10.1098/rsos.150652","Freshwater","Fish","Vertebrate","0","no",0,"Observational","Morphological","Trophic",0,0,0,0,0,0,1,0,0
"290","10.1098/rsos.160957","Terrestrial","Mammals","Vertebrate","0","no",0,"Review","Morphological","Trophic",0,0,0,0,0,0,1,0,0
"291","10.1098/rsos.181702","Multiple","Multiple","Multiple","0","no",0,"Theoretical","Behavioural","Dispersal",0,0,0,0,1,0,1,1,1
"292","10.1098/rspb.2000.1010","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Abiotic",1,1,0,0,0,1,1,1,0
"293","10.1098/rspb.2004.2899","Freshwater","Fish","Vertebrate","0","no",0,"Experiment","Life History","Trophic",0,0,0,1,0,0,0,0,0
"294","10.1098/rspb.2005.3236","Multiple","Multiple","Multiple","0","no",0,"Theoretical","Behavioural","Abiotic",0,0,0,0,0,0,0,1,0
"295","10.1098/rspb.2010.0501","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Biotic",0,0,0,0,0,0,1,0,0
"296","10.1098/rspb.2011.1371","Terrestrial","Insects","Invertebrate","0","no",0,"Observational","Life History","Trophic",0,0,0,0,0,1,0,0,0
"297","10.1098/rspb.2012.2131","Terrestrial","Birds","Vertebrate","Habitat Degredation","yes",0,"Observational","Life History","Abiotic",0,1,0,0,1,1,1,1,0
"298","10.1098/rspb.2014.2102","Terrestrial","Plants","Plants","0","no",0,"Observational","Life History","Biotic",0,0,0,0,0,1,1,1,0
"299","10.1098/rspb.2015.1498","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Abiotic",0,0,0,0,0,0,1,0,0
"300","10.1098/rspb.2015.2444","Terrestrial","Multiple","Multiple","0","no",0,"Observational","Morphological","Trophic",1,0,0,0,0,1,1,0,0
"301","10.1098/rspb.2015.2841","Terrestrial","Multiple","Multiple","0","no",0,"Experiment","Morphological","Abiotic",0,0,0,0,0,1,1,0,0
"302","10.1098/rspb.2016.1207","Terrestrial","Mammals","Vertebrate","Global Change Broad","yes",0,"Observational","Behavioural","Abiotic",0,0,0,0,0,0,1,1,0
"303","10.1098/rspb.2016.1931","Marine","Multiple","Multiple","0","no",0,"Theoretical","Behavioural","Trophic",0,0,0,0,0,0,0,1,0
"304","10.1098/rspb.2017.1345","Marine","Fish","Vertebrate","0","no",0,"Review","Morphological","Abiotic",0,0,0,0,0,0,1,0,0
"305","10.1098/rspb.2017.1405","Marine","Fish","Vertebrate","Climate Change","yes",0,"Experiment","Morphological","Abiotic",0,0,0,0,1,0,1,0,0
"306","10.1098/rspb.2017.1942","Freshwater","Plankton","Invertebrate","0","no",0,"Experiment","Physiological","Abiotic",0,0,0,0,1,0,0,0,0
"307","10.1098/rspb.2018.0621","Marine","Plankton","Invertebrate","0","no",0,"Observational","Morphological","Trophic",0,0,0,0,0,0,1,0,0
"308","10.1098/rstb.2008.0286","Multiple","Multiple","Multiple","Invasion","yes",0,"Theoretical","Behavioural","Trophic",0,0,0,0,0,0,0,1,0
"309","10.1098/rstb.2010.0130","Terrestrial","Multiple","Multiple","Climate Change","yes",0,"Observational","Morphological","Dispersal",0,0,0,0,1,1,1,1,0
"310","10.1098/rstb.2012.0246","Freshwater","Multiple","Multiple","0","no",0,"Observational","Morphological","Biotic",0,0,0,0,0,0,1,0,0
"311","10.1103/PhysRevE.88.062721","Multiple","Multiple","Multiple","0","no",0,"Theoretical","Life History","Biotic",0,0,0,0,0,0,0,1,1
"312","10.1111/1365-2435.12075","Terrestrial","Multiple","Multiple","0","no",0,"Observational","Behavioural","Abiotic",0,1,1,0,0,1,1,1,0
"313","10.1111/1365-2435.12112","Marine","Fish","Vertebrate","0","no",0,"Observational","Morphological","Trophic",0,0,0,0,0,0,1,0,0
"314","10.1111/1365-2435.12120","Terrestrial","Plants","Plants","Invasion","yes",0,"Observational","Morphological","Biotic",0,0,1,1,0,0,1,0,0
"315","10.1111/1365-2435.12135","Terrestrial","Plants","Plants","0","no",0,"Observational","Life History","Abiotic",0,1,0,0,0,0,0,0,0
"316","10.1111/1365-2435.12162","Terrestrial","Plants","Plants","0","no",0,"Metanalysis","Morphological","Abiotic",0,0,1,0,0,0,1,1,0
"317","10.1111/1365-2435.12176","Terrestrial","Plants","Plants","0","no",0,"Observational","Life History","Biotic",0,1,1,0,0,1,1,0,0
"318","10.1111/1365-2435.12444","Marine","Fish","Vertebrate","0","no",0,"Observational","Behavioural","Abiotic",0,0,1,0,0,0,0,0,0
"319","10.1111/1365-2435.12605","Terrestrial","Other","Other","0","no",0,"Theoretical","Behavioural","Dispersal",0,1,0,0,1,0,0,0,0
"320","10.1111/1365-2435.12718","Terrestrial","Plants","Plants","0","no",0,"Observational","Physiological","Biotic",0,0,1,0,0,1,1,1,0
"321","10.1111/1365-2435.12753","Terrestrial","Insects","Invertebrate","0","no",0,"Observational","Morphological","Abiotic",0,0,0,0,0,0,1,1,0
"322","10.1111/1365-2435.12784","Marine","Plankton","Invertebrate","0","no",0,"Observational","Behavioural","Biotic",0,1,1,0,0,0,1,1,0
"323","10.1111/1365-2435.12786","Terrestrial","Insects","Invertebrate","0","no",0,"Observational","Morphological","Abiotic",0,0,0,0,0,0,1,0,0
"324","10.1111/1365-2435.12798","Marine","Plants","Plants","0","no",0,"Observational","Life History","Abiotic",0,0,0,1,1,1,1,1,0
"325","10.1111/1365-2435.12838","Freshwater","Fish","Vertebrate","0","no",0,"Observational","Morphological","Trophic",0,0,0,0,0,0,1,1,0
"326","10.1111/1365-2435.12894","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Biotic",0,0,0,0,0,0,0,1,0
"327","10.1111/1365-2435.12938","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Biotic",0,0,1,0,0,0,0,0,0
"328","10.1111/1365-2435.13007","Terrestrial","Insects","Invertebrate","0","no",0,"Observational","Morphological","Abiotic",0,0,0,1,0,0,1,1,0
"329","10.1111/1365-2435.13059","Terrestrial","Mammals","Vertebrate","0","no",0,"Observational","Behavioural","Trophic",0,0,0,0,0,0,0,1,0
"330","10.1111/1365-2435.13079","Terrestrial","Plants","Plants","0","no",0,"Observational","Physiological","Abiotic",0,0,1,0,0,0,1,1,0
"331","10.1111/1365-2435.13141","Terrestrial","Multiple","Multiple","0","no",0,"Observational","Morphological","Trophic",0,1,0,0,0,1,1,1,0
"332","10.1111/1365-2435.13142","Terrestrial","Multiple","Multiple","0","no",0,"Observational","Morphological","Abiotic",0,0,0,0,0,0,1,1,0
"333","10.1111/1365-2656.12004","Freshwater","Multiple","Multiple","0","no",0,"Observational","Behavioural","Dispersal",0,1,0,0,0,0,0,0,0
"334","10.1111/1365-2656.12020","Terrestrial","Herpetofauna","Vertebrate","0","no",0,"Observational","Morphological","Abiotic",0,0,0,0,0,1,1,0,0
"335","10.1111/1365-2656.12081","Multiple","Multiple","Multiple","Climate Change","yes",0,"Theoretical","Behavioural","Trophic",0,1,0,0,0,0,1,1,0
"336","10.1111/1365-2656.12144","Terrestrial","Mammals","Vertebrate","0","no",0,"Observational","Life History","Abiotic",0,0,0,0,0,0,0,0,1
"337","10.1111/1365-2656.12161","Terrestrial","Multiple","Multiple","0","no",0,"Observational","Morphological","Trophic",0,0,0,0,1,0,1,1,0
"338","10.1111/1365-2656.12173","Freshwater","Other","Other","0","no",0,"Observational","Life History","Abiotic",0,0,0,0,0,1,0,0,0
"339","10.1111/1365-2656.12218","Marine","Multiple","Multiple","0","no",0,"Theoretical","Life History","Abiotic",0,1,1,0,1,0,1,1,0
"340","10.1111/1365-2656.12250","Marine","Fish","Vertebrate","Invasion","yes",0,"Observational","Morphological","Trophic",0,1,0,0,1,0,1,0,0
"341","10.1111/1365-2656.12264","Terrestrial","Birds","Vertebrate","0","no",0,"Observational","Morphological","Trophic",0,0,0,0,0,0,1,0,0
"342","10.1111/1365-2656.12271","Terrestrial","Insects","Invertebrate","0","no",0,"Observational","Morphological","Abiotic",0,0,0,0,1,1,1,1,0
"343","10.1111/1365-2656.12274","Marine","Fish","Vertebrate","Exploitation","yes",0,"Theoretical","Life History","Trophic",0,0,0,0,0,1,0,0,1
"344","10.1111/1365-2656.12471","Terrestrial","Fish","Vertebrate","0","no",0,"Observational","Morphological","Abiotic",0,0,0,1,0,0,0,0,0
"345","10.1111/1365-2656.12478","Marine","Birds","Vertebrate","0","no",0,"Observational","Behavioural","Trophic",0,0,0,0,0,0,1,1,0
"346","10.1111/1365-2656.12570","Terrestrial","Birds","Vertebrate","0","no",0,"Review","Behavioural","Abiotic",0,0,0,0,0,1,0,0,0
"347","10.1111/1365-2656.12603","Freshwater","Fish","Vertebrate","0","no",0,"Theoretical","Life History","Trophic",0,0,0,1,0,1,0,0,0
"348","10.1111/1365-2656.12648","Terrestrial","Insects","Invertebrate","Habitat Degredation","yes",0,"Observational","Behavioural","Abiotic",0,1,0,0,1,1,1,1,0
"349","10.1111/1365-2656.12650","Marine","Birds","Vertebrate","0","no",0,"Observational","Morphological","Trophic",0,0,0,0,0,0,1,1,0
"350","10.1111/1365-2656.12718","Terrestrial","Herpetofauna","Vertebrate","0","no",0,"Experiment","Physiological","Abiotic",0,0,0,0,1,0,0,0,0
"351","10.1111/1365-2656.12747","Terrestrial","Insects","Invertebrate","Habitat Degredation","yes",0,"Observational","Morphological","Biotic",0,1,0,0,0,1,1,1,0
"352","10.1111/1365-2656.12829","Terrestrial","Birds","Vertebrate","Global Change Multiple","yes",0,"Observational","Behavioural","Dispersal",0,1,0,0,1,0,0,0,0
"353","10.1111/1365-2656.12838","Terrestrial","Multiple","Multiple","0","no",0,"Review","Life History","Abiotic",0,0,0,0,1,1,1,1,1
"354","10.1111/1365-2656.12892","Terrestrial","Multiple","Multiple","0","no",0,"Theoretical","Morphological","Trophic",0,0,0,0,0,0,1,0,0
"355","10.1111/1365-2656.13029","Multiple","Birds","Vertebrate","0","no",0,"Observational","Life History","Abiotic",0,0,0,0,1,0,0,1,0
"356","10.1111/1365-2664.12022","Freshwater","Multiple","Multiple","Habitat Degredation","yes",0,"Observational","Behavioural","Dispersal",0,1,0,0,0,0,0,1,0
"357","10.1111/1365-2664.12037","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Abiotic",0,1,1,0,0,1,1,1,1
"358","10.1111/1365-2664.12490","Terrestrial","Mammals","Vertebrate","Habitat Degredation","yes",0,"Observational","Morphological","Abiotic",0,0,0,0,1,0,1,1,0
"359","10.1111/1365-2664.12493","Terrestrial","Multiple","Multiple","0","no",0,"Observational","Morphological","Abiotic",0,1,0,1,1,1,1,1,0
"360","10.1111/1365-2664.12516","Terrestrial","Plants","Plants","Habitat Degredation","yes",0,"Observational","Morphological","Abiotic",0,0,1,0,0,1,1,0,0
"361","10.1111/1365-2664.12524","Terrestrial","Insects","Invertebrate","Habitat Degredation","yes",0,"Review","Behavioural","Abiotic",0,1,0,0,0,1,0,1,0
"362","10.1111/1365-2664.12623","Terrestrial","Plants","Plants","0","no",0,"Experiment","Life History","Abiotic",0,0,0,0,0,1,1,1,0
"363","10.1111/1365-2664.12922","Freshwater","Plants","Plants","0","no",0,"Observational","Morphological","Abiotic",0,1,0,0,1,1,1,0,0
"364","10.1111/1365-2664.12935","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Abiotic",0,0,0,0,0,1,1,0,0
"365","10.1111/1365-2664.13134","Terrestrial","Plants","Plants","Habitat Degredation","yes",0,"Review","Morphological","Abiotic",0,0,1,0,0,0,1,0,0
"366","10.1111/1365-2745.12003","Terrestrial","Plants","Plants","0","no",0,"Observational","Life History","Abiotic",0,0,1,0,0,1,1,0,0
"367","10.1111/1365-2745.12012","Terrestrial","Plants","Plants","0","no",0,"Observational","Morphological","Abiotic",0,0,1,0,0,0,1,0,0
